Latitude,Longitude,Elevation,Grade(%)
49.49332,-121.24422,435.5,3.539479272
49.49375,-121.24339,437.1,3.597160696
49.49403,-121.24264,438.5,3.616979735
49.4942,-121.24195,439.6,3.658317798
49.49437,-121.24109,441,3.766393295
49.49442,-121.24047,442,3.910450285
49.49444,-121.23972,448.3,4.045343017
49.49437,-121.23874,453.9,4.207711084
49.4943,-121.23775,460.2,4.373745626
49.49421,-121.23676,467.8,4.565518385
49.49417,-121.23565,473.8,4.726955327
49.49424,-121.23452,478,4.85695192
49.4944,-121.2335,478.6,4.990966046
49.4946,-121.23261,476,5.122529361
49.49479,-121.23171,474.7,5.251033256
49.49496,-121.23108,484.1,5.389551688
49.49509,-121.23038,488.9,5.54037591
49.49523,-121.22968,494.3,5.695868492
49.49532,-121.22895,497,5.864397482
49.4954,-121.22822,499.3,6.013211338
49.49547,-121.22748,504.5,6.11675538
49.49552,-121.2267,509.6,6.202074588
49.49557,-121.22593,517.8,6.263716437
49.49558,-121.22515,523.1,6.308104851
49.49556,-121.22441,525.5,6.318054964
49.4955,-121.2236,524.2,6.280518296
49.49544,-121.22278,527.7,6.245701168
49.4953,-121.22162,530.6,6.225160008
49.49512,-121.22044,532.7,6.190893156
49.49493,-121.21926,533.1,6.156288105
49.49475,-121.21808,545.6,6.093773424
49.49457,-121.2169,558.9,6.017701528
49.49444,-121.21618,562,5.922047408
49.49435,-121.21544,563.7,5.769743229
49.49427,-121.2147,564.6,5.557565768
49.49424,-121.2139,566.3,5.361879692
49.49424,-121.21311,568.6,5.155307641
49.49424,-121.21232,568.9,4.970272299
49.49427,-121.21193,568.5,4.789184551
49.49441,-121.21084,571.1,4.581280622
49.49456,-121.21011,575.9,4.370754033
49.49471,-121.20938,576.9,4.173623953
49.4949,-121.20868,578.1,3.997392746
49.49511,-121.20802,577.5,3.828432218
49.49537,-121.20741,578.5,3.651030847
49.49569,-121.20675,581.5,3.439084522
49.49602,-121.20616,582.8,3.203357544
49.49634,-121.20562,580.1,2.931017938
49.49674,-121.2051,581.3,2.653820366
49.49744,-121.20438,582.3,2.374725335
49.49813,-121.20365,588.1,2.144657771
49.4987,-121.20308,588.9,1.997415006
49.49911,-121.2027,587.3,1.886623951
49.49951,-121.20232,587.2,1.793393815
49.49998,-121.20191,588,1.728062112
49.50046,-121.20158,590.5,1.686459305
49.50093,-121.20132,592.5,1.659241821
49.5014,-121.20111,590.8,1.639627656
49.50187,-121.2009,588,1.621417473
49.50262,-121.20061,589,1.606542074
49.50336,-121.20032,590,1.645194407
49.5041,-121.20003,587.4,1.691189966
49.50484,-121.19974,588.8,1.741906546
49.50559,-121.19945,590.2,1.7843436
49.50636,-121.19916,591.7,1.819959324
49.50695,-121.19894,592.9,1.879025873
49.50754,-121.19889,598.5,1.955027215
49.50814,-121.19883,607,2.001381873
49.50877,-121.19901,611.3,2.049419888
49.50931,-121.19926,613.6,2.106702376
49.50981,-121.19957,617,2.202938608
49.51057,-121.20015,616.4,2.300385721
49.51134,-121.20073,618,2.375541017
49.51211,-121.20131,621.7,2.430980751
49.51288,-121.20189,620.9,2.465860251
49.51365,-121.20247,621.2,2.496485331
49.51438,-121.20281,624.3,2.521496724
49.51512,-121.20315,625.9,2.516856545
49.51585,-121.20349,626.4,2.478598371
49.5163,-121.2038,628.9,2.433896419
49.51676,-121.20411,627.4,2.386154121
49.51736,-121.20465,628.6,2.325715129
49.51796,-121.2052,630.6,2.262822914
49.51856,-121.20574,632.5,2.172945118
49.51881,-121.20593,634.2,2.06970251
49.5196,-121.20646,635.7,1.95201519
49.52018,-121.20677,635.8,1.867843795
49.52075,-121.20694,638.3,1.8213638
49.52131,-121.2071,640.2,1.808084746
49.52184,-121.20715,640,1.82344624
49.52262,-121.2071,636.6,1.889184637
49.52303,-121.20704,636.3,1.960327174
49.52355,-121.2069,636.5,2.057303222
49.52435,-121.20659,638.4,2.149839063
49.52515,-121.20628,642.4,2.244365227
49.52595,-121.20596,646.4,2.319472042
49.52659,-121.20577,650.3,2.399692447
49.52743,-121.20559,655.6,2.493237418
49.52817,-121.20545,659.4,2.586029028
49.52892,-121.20532,662.7,2.699524404
49.52966,-121.20519,665.3,2.805982592
49.5304,-121.20505,665.7,2.908151167
49.53085,-121.20494,666.5,3.020746388
49.5313,-121.20482,670.8,3.141550245
49.53173,-121.20467,674,3.278141274
49.53226,-121.20445,678.9,3.416926132
49.5328,-121.20418,681.2,3.522236114
49.53361,-121.20371,689.4,3.617178985
49.53442,-121.20324,693.8,3.714417987
49.53523,-121.20276,697,3.816118711
49.53587,-121.20236,696.1,3.894551654
49.53641,-121.20199,697.8,3.928910718
49.53686,-121.20164,696.8,3.918420012
49.53731,-121.2013,701.2,3.879048829
49.53783,-121.20085,702.4,3.825319215
49.5383,-121.20042,707.5,3.76541169
49.53895,-121.19973,713.3,3.709454797
49.53961,-121.19905,715.8,3.657474149
49.54007,-121.1986,718.6,3.607436658
49.54054,-121.19814,720.4,3.555427489
49.54125,-121.19758,721.9,3.495076846
49.54181,-121.19718,724.9,3.427648429
49.54239,-121.1968,725.7,3.349440134
49.54288,-121.19654,726,3.282979331
49.54338,-121.19629,726.5,3.228246612
49.54404,-121.19603,726.1,3.198209238
49.54471,-121.19578,731.4,3.169476268
49.54538,-121.19553,735.9,3.170644495
49.54604,-121.19528,737.5,3.179322633
49.54682,-121.19492,734.5,3.190201639
49.54743,-121.19461,732.7,3.188496465
49.54803,-121.19431,736.2,3.194577138
49.54864,-121.194,741.3,3.173301747
49.54912,-121.19381,744.6,3.174323517
49.54986,-121.1936,749.3,3.167580685
49.5506,-121.19339,752.9,3.188553835
49.55134,-121.19318,755.5,3.222513059
49.55179,-121.19297,757.4,3.234491461
49.55226,-121.19269,759.3,3.246046236
49.55273,-121.19241,761.5,3.267059864
49.55339,-121.19196,765.6,3.290015143
49.55405,-121.1915,767.1,3.333397655
49.55476,-121.19109,769.8,3.388374815
49.55519,-121.1909,772.2,3.438188288
49.5558,-121.19067,774.8,3.46851887
49.55641,-121.19043,776.4,3.47396643
49.55687,-121.19015,778.6,3.481112613
49.55733,-121.18987,779.6,3.490935122
49.55802,-121.18926,782.9,3.485011065
49.55872,-121.18866,786.5,3.435958279
49.55941,-121.18806,789.1,3.35275137
49.55996,-121.18775,789.5,3.273178081
49.56051,-121.18744,792.4,3.190293981
49.56132,-121.18709,793.8,3.116871672
49.56212,-121.18674,796.5,3.049934249
49.56262,-121.18649,796.7,2.989637256
49.56309,-121.18613,798.1,2.928569837
49.56347,-121.18576,802.4,2.887692691
49.56408,-121.1851,807.8,2.878360942
49.56468,-121.18445,810,2.896964893
49.56516,-121.18402,811.8,2.946305241
49.56558,-121.18371,811.9,3.003874427
49.56599,-121.1834,810.7,3.086076299
49.56651,-121.18317,810.4,3.159471301
49.56699,-121.18299,811.9,3.217172406
49.56775,-121.18288,814,3.265752691
49.56864,-121.18278,817.5,3.319805847
49.56954,-121.18269,820.6,3.368110242
49.57043,-121.18259,825.2,3.427206613
49.57123,-121.18257,831.1,3.488475535
49.57182,-121.18252,834.6,3.53698969
49.57253,-121.1824,837.3,3.573548247
49.57283,-121.18233,840.2,3.594044009
49.57325,-121.18219,843,3.581325455
49.57361,-121.18202,846.1,3.551596113
49.57428,-121.18159,851.9,3.533718463
49.57486,-121.18109,858.5,3.502657336
49.57534,-121.18057,861.5,3.503868521
49.57583,-121.18005,861.8,3.510870637
49.57631,-121.17943,862,3.545978714
49.57678,-121.1788,861.5,3.604634749
49.57726,-121.17818,861.7,3.651923297
49.57774,-121.17749,858.4,3.68089364
49.57823,-121.1768,861.9,3.694807489
49.57863,-121.17629,865.7,3.710108895
49.57903,-121.17577,868.2,3.711117846
49.5796,-121.17507,870.1,3.68657152
49.58017,-121.17437,872.3,3.633807988
49.58074,-121.17367,872.1,3.567944971
49.58143,-121.17279,873.7,3.504268276
49.58213,-121.17191,878.2,3.443451029
49.5827,-121.17117,879.8,3.382860677
49.58328,-121.17042,886,3.347838557
49.58385,-121.16968,894.9,3.332306677
49.58443,-121.16894,903.4,3.343022103
49.585,-121.1682,903.6,3.430037903
49.58558,-121.16747,910.4,3.55456505
49.58616,-121.16674,913.4,3.678596813
49.58675,-121.16602,921.2,3.792843678
49.58724,-121.16554,921.1,3.901780988
49.58778,-121.16509,920.6,4.004224796
49.58833,-121.16464,923.5,4.129994769
49.58881,-121.16439,924.9,4.257278732
49.58929,-121.16413,926.2,4.432669849
49.5897,-121.16397,926.3,4.625500741
49.59044,-121.16378,929,4.808567042
49.59111,-121.16365,934.9,4.984078659
49.59178,-121.16352,942.3,5.155997177
49.59245,-121.16338,949.4,5.325197838
49.59295,-121.16323,954.7,5.491042862
49.59355,-121.16296,961.3,5.66526218
49.59419,-121.1625,968.7,5.82408594
49.59476,-121.16203,975.5,5.993348221
49.59498,-121.16169,978.8,6.207721453
49.59525,-121.16133,983,6.457692104
49.59558,-121.16081,981.3,6.69572104
49.59591,-121.1602,985.3,6.949768831
49.59615,-121.15966,991.8,7.192468434
49.59645,-121.15892,1000.5,7.438900997
49.59656,-121.15851,1004.9,7.63610444
49.59683,-121.15755,1015.4,7.787956053
49.59703,-121.15638,1021.4,7.917397181
49.59718,-121.15506,1026.5,8.01917105
49.59732,-121.15396,1026.3,8.103681265
49.59746,-121.15286,1032.6,8.156785855
49.59758,-121.15203,1040.7,8.191095784
49.5977,-121.1512,1047.9,8.235985776
49.59781,-121.14983,1059.4,8.296059727
49.59789,-121.14856,1066.6,8.370894425
49.59797,-121.14729,1074.6,8.430579856
49.59805,-121.14602,1081.8,8.497918833
49.59812,-121.14529,1087.6,8.559770672
49.59819,-121.14456,1092.9,8.625708668
49.59831,-121.14351,1096.1,8.692931541
49.59846,-121.14251,1099.8,8.756488211
49.59863,-121.14159,1103.8,8.767854247
49.59881,-121.14066,1107.6,8.772116737
49.59898,-121.13974,1112.5,8.792411542
49.59911,-121.13891,1118.1,8.822524708
49.59918,-121.13822,1125.1,8.858400518
49.59923,-121.13751,1131.8,8.897590982
49.59919,-121.13678,1138.5,8.908069534
49.59915,-121.13605,1145.3,8.877637614
49.59907,-121.1354,1150,8.786328759
49.59888,-121.13462,1156.3,8.671641086
49.5987,-121.13407,1160.5,8.55436424
49.59843,-121.13332,1163.9,8.427071797
49.59794,-121.13219,1168.8,8.307113576
49.59746,-121.13106,1172,8.145735829
49.59698,-121.12992,1182.2,7.957193912
49.59665,-121.12907,1185.6,7.759570604
49.59642,-121.12826,1190.4,7.57052079
49.59619,-121.12746,1193.4,7.406578566
49.59602,-121.12675,1196,7.236948843
49.59585,-121.12605,1199.7,7.02913984
49.59563,-121.12479,1203.6,6.787270176
49.59542,-121.12353,1204.2,6.534710783
49.59531,-121.12267,1204.2,6.250030238
49.59525,-121.12185,1204.7,5.948415599
49.59518,-121.12102,1205.6,5.650913789
49.59514,-121.12022,1207,5.366451549
49.59514,-121.11941,1209.1,5.097361284
49.59517,-121.11808,1214,4.851035713
49.59521,-121.11675,1218.1,4.612223073
49.59524,-121.11543,1220.2,4.384358056
49.59528,-121.11442,1222,4.162456852
49.59532,-121.11341,1224.6,3.931405521
49.59537,-121.1124,1223.9,3.691161947
49.59538,-121.11153,1229.1,3.431993493
49.5954,-121.11067,1233.7,3.193979484
49.59537,-121.10991,1235.2,2.954574025
49.59532,-121.1091,1235.9,2.726482526
49.59522,-121.10822,1232.6,2.496660573
49.5951,-121.10749,1229.5,2.26988758
49.59484,-121.10638,1231.2,2.057454689
49.59453,-121.1054,1232.8,1.850725141
49.59422,-121.10442,1228.8,1.641182535
49.59383,-121.10327,1230,1.413722443
49.59344,-121.10212,1230,1.169292036
49.59305,-121.10098,1230.4,0.934399951
49.59287,-121.10032,1229.5,0.69910042
49.59269,-121.09966,1228.4,0.477319621
49.59251,-121.09882,1226.2,0.277918563
49.59233,-121.09798,1224.7,0.098597087
49.59219,-121.09716,1223.4,-0.044372163
